129.5,7.4444
52,2.4444
41,2.6667
126,7.1111
469.5,26.111
194,10.889
134,7.5556
110,5.7778
266,15.333
93,5.1111
52.5,2.5556
80,5
201.5,11.444
209,10.556
86,4.5
91,6
120,6.7222
232.5,12.333
143.5,7.5
310,17.333
346,19.222
86,4.6667
181,9.7222
240,12.889
334,17.5
244.5,13.778
86.5,5.3333
211,12.222
103,6
37.5,2.2222
129,7
37.5,2.4444
118.5,6.6667
151.5,9
158.5,8.4444
160,8.1111
202,11.778
137.5,7.7778
214.5,13.222
177,9
83.5,4.7778
135.5,8.2222
110,6.5556
45,2.4444
82,4.5556
161.5,8.7778
123,6.6667
137.5,7.8889
119,6.7778
29.5,1.7778
70.5,3.8889
87.5,5
96.5,5.6667
100.5,5.1111
246.5,13.889
167.5,7.7778
84.5,4.2778
100.5,5.7778
164.5,9.1667
57.5,3.4444
206.5,11.444
62.5,3.5556
62,4.2222
53,3
205,12
59.5,3.5556
51.5,2.8889
74.5,4.2222
148.5,9
137,7.1111
72,3.2222
78,4.5556
71.5,3.8889
61,3.4444
58.5,3.2222
88,5.3333
122,6.7778
130,7.1111
82.5,4.5556
125,7
96,5.3333
61,3.2222
60,3.4444
263,14.333
140.5,8.4444
150.5,8.8889
55,2.8889
213.5,11.111
34.5,2
231,13.778
170,9.8889
158,8
141,8.1111
69,3.5556
84.5,4.1111
77,3.8889
110.5,6.2222
62.5,3.8889
68,4
47.5,2.8889
42,2.2222
51.5,3
178,9.5556
77,4.8889
74.5,3.8889
177.5,9.3333
87,4.8889
217.5,12.778
217.5,12.556
170,10.111
246.5,13.222
158.5,8.4444
159,9.2222
123,6.9444
63,3.8889
90.5,5.3333
123,7
43.5,2.5556
107,5.5
63,4
168.5,9.2222
289,15.111
52,2.8889
49,2.8889
100,5.3333
82,4.4444
147,7.8889
181,10.333
68,4.1111
266,14.667
85.5,4.7778
82.5,4.4444
40.5,2.3333
55.5,3.1111
35,2
209,12
162,9.2222
135.5,7.6111
325.5,17.944
104.5,5.8889
109,6.3333
180,10.889
228.5,12.278
48,2.7778
127.5,7.2222
90.5,5.8889
107.5,6.9444
145.5,8.2222
234.5,13.778
36,2
156.5,8.7778
64.5,3.5556
138,7
231,13.056
75.5,4
144.5,8.2222
46.5,2.5556
89,4.7778
37.5,2.2222
70.5,3.7778
155,8.7778
142,7.8889
126.5,6.3333
145.5,7.8889
186,10.222
51,2.6667
61,3.2222
345,18.111
109.5,6.7778
91.5,5.0556
88.5,5
69,3.4444
103,5.6667
142,7.4444
215,11.444
161,10.111
255.5,14.333
70,3.7778
288,15.556
180.5,9.5556
90,4.5556
218.5,11.444
163.5,8.7778
84,4.3333
121.5,6.5556
49,3
162,8.1111
86.5,4.7778
73,4.5556
108,5.6667
39.5,2.2778
125,6.4444
53,3.2222
81.5,5.2222
216.5,12.111
174,10.111
444,23.778
122.5,6.8889
187,10.889
27,1.7778
357,18
105,6.1111
87.5,5.4444
134,7.1111
68,3.5556
99.5,5.4444
78.5,5.6667
73,3.5556
57.5,3.5556
93.5,5.4444
188.5,11
181.5,10.667
243,12.667
60.5,3.5556
89.5,5.2222
86.5,4.8889
116.5,7
85,5
97,5.5556
83,5.1111
117.5,6.5556
39,2.6667
133.5,7
213,12.778
41,2.3333
44.5,2.2222
102.5,6.8333
104.5,5.7778
196.5,11.222
46,3
104,6.2222
78.5,4.7778
72.5,3.5556
67,3.6667
276,15.444
232.5,13.778
64.5,3.1111
31.5,1.7778
40.5,2.5556
40,2.7778
169,9.4444
219.5,11.667
113,6.3333
156,8.7778
115.5,6.6667
85.5,4.6667
85,4.3333
107.5,5.7778
115,6
243,14.056
95.5,5.3889
154.5,9.2222
119,6.6667
214.5,11.333
98.5,5.6667
69,3.8889
277.5,14.444
112,6.5556
122,6.1111
79.5,3.6667
90,4.8889
92,5.3333
130,6.4444
123.5,6.2222
114,7.1111
123.5,7.3889
122,6.3333
62.5,3.4444
32.5,2.1111
166,9.3333
81,4.2222
81.5,4.6667
99,4.8889
39.5,2.5556
89.5,5
67.5,4.1111
51.5,2.8889
118.5,7
90.5,5.5556
66,3.5556
113,5.8889
43,2.3333
175.5,10
115,6.2778
123,6.6111
47.5,2.6667
185,10.333
109,6.1111
150,8.4444
153,8.5556
95,5.8889
243,13.333
61,3.8889
75.5,4
184,10.222
240.5,13.556
112.5,6.2222
260.5,14.333
232.5,13.222
183,9.8889
85,4.7778
88,4.6667
48,2.5556
96.5,5.4444
69,3.7778
157,9.7778
72,4.5556
70,3.6667
43.5,2.5556
122.5,6.2222
138,7.8889
60.5,4
339.5,19.889
114.5,7.3333
139,8.3333
87,4.8889
119,5.8889
348.5,20.333
125.5,7.4444
63,4
70,4.5556
131,7.3333
358,19.222
97,5.2222
138.5,7
167,8.8889
207,11.222
170.5,8.8889
127,6.7222
201.5,11.556
93,5.3333
83.5,5
79.5,4.2222
55,2.7778
148,8.1111
38,2.4444
122,6.7778
48,3.1111
206.5,12.444
72.5,3.6667
228,13.222
218,11.944
199.5,11
367,19.444
256,14.778
53,3.5556
155.5,8.5556
120.5,7.2222
332,18.889
242.5,13
54,3
305.5,17.111
64.5,3.8889
85.5,5.2222
324,17.444
112.5,6.6667
71,4.4444
35,2.1111
118.5,6.1111
273.5,15.5
120,7.1111
78,4.1111
89,4.6667
255.5,13.889
461,25
51,2.8889
158,9.5556
108.5,6.3333
83,4.4444
337,18.889
121,6.2222
115.5,6.7778
81,4.7778
82.5,4.4444
43,2.7778
101.5,6.1111
164.5,9
73.5,4.3333
145,8.3333
128.5,7.4444
180,9.5556
235,13.111
92,4.8889
204.5,11
128,7
182.5,10.444
373.5,20.222
149,8.8889
40.5,2.4444
322.5,16.556
260,14.333
143,8
68.5,3.8889
42,2.6667
333.5,18
296.5,16.556
45,2.4444
62,3.4444
206,12.333
136.5,8
66.5,3.4444
332,18.667
135,8.1111
75,4.2222
174.5,9.3333
63.5,3.6667
265.5,13.778
83.5,4.6667
244,13.222
77,4.1111
114,6.3333
155,8.4444
132.5,7
190,11.111
179.5,9.1111
175,9.1111
110.5,6.1111
124,7.6667
67.5,3.6667
47,2.8889
79,3.8889
69.5,3.7778
95.5,4.6667
48,2.7222
437.5,24.444
189,10.333
351.5,19.556
116.5,6.1111
57,3.2222
77,3.8889
315.5,17.333
59.5,3.3333
370,21.222
283,15.444
61.5,3.4444
107.5,6.6667
158,9
88.5,4.6667
347.5,18.778
75.5,4.5556
170.5,9.3333
61.5,3.4444
118,6.7778
202,11.056
143,8.4444
65.5,3.6667
73.5,4.1111
343.5,19.444
71,3.7778
347,19.667
206,11.556
69,3.8889
57,3.2222
197,10.778
116,6.7778
119.5,7
120.5,6.8889
69.5,4.4444
89,4.7778
117.5,6.8889
55,3
313,17.556
103.5,6
147.5,8.1111
139.5,8.7778
95.5,5.6667
160,9.5556
40.5,2.5556
99.5,6
105.5,6
154.5,8.1111
179,10
62,3
113.5,6.6667
176.5,10.111
79.5,4.1111
190.5,10.111
275.5,14.889
76.5,4.6667
63.5,3.2222
139,8.2222
264,13.889
143,7.5556
132.5,7.7778
90,5.2222
80.5,4.4444
75.5,3.8889
199.5,11.222
246,13.889
87,4.8889
198.5,11.111
408.5,21.778
64,3.8889
38.5,2.5556
234.5,12.778
78.5,3.7778
59,3.6667
73,4.2222
57,3.1111
93.5,4.4444
118.5,6.3333
387.5,23
166.5,8.6667
75.5,3.8889
45,2.5
158.5,8.7778
326.5,19
62.5,4
44.5,2.5556
181.5,11.222
109.5,6.1111
421,23.333
49,2.7778
97,5.1111
113,5.8889
75.5,4.3333
106,6
109.5,6.2222
101.5,4.8889
258.5,15
258,14.111
106,5.5556
348.5,19.444
136.5,7.7778
128.5,6.7778
112.5,6.1111
92.5,4.5556
72,3.6667
50.5,3.2222
71.5,3.5556
54,3.4444
251,13.667
64.5,4
234,11.833
126,8.1111
50,2.8889
121.5,6.1111
32.5,1.8889
33,2.1667
70,4.1111
132.5,7.2222
120.5,6.3333
185,10.889
437.5,24.111
58.5,3.2222
137.5,7.3333
70,4.5556
