538.5,14.158
331.5,8.4211
362.5,9.2632
794,21.263
683,17.579
503.5,13.737
383,10
271.5,7.3684
382.5,10.684
175.5,4.7368
180,5.0526
155.5,3.8421
310,8.6316
749.5,19.211
520,13.632
394,10.211
792.5,19.737
545,14.105
862.5,23.579
183.5,4.9474
497.5,13.368
161.5,4.4737
632.5,16.263
428.5,10.579
257.5,6.7368
602,14.789
163,4.4211
420,11.211
576.5,15
431.5,11.263
289,7.6842
1619,42.316
468.5,12.211
135.5,3.7105
888,23.421
563.5,15
263,7
207,5.2632
651.5,17.263
233.5,6.0526
214.5,6.3158
516.5,13.368
295.5,8
1112.5,28.368
694.5,18.368
310.5,7.6053
344,9.3158
234,6.1579
370,10.474
408,10.842
658.5,17.789
209,5.2632
553.5,14.211
316,7.6842
970.5,25.474
500.5,12.684
532,14.474
300.5,8.3158
192,5
427,11.158
455.5,12.053
229.5,5.7895
357.5,9
395,9.7368
583.5,15.842
321.5,7.9474
702.5,18.158
336.5,8.9474
356,9.3158
546,14.105
1672,44.211
431,11.895
629.5,17.105
331,9.1053
271.5,7.4211
279,7.6316
540.5,14.053
552.5,15.684
860.5,22.895
626.5,16.579
176,4.8947
271.5,7.7368
197.5,5.1579
2019.5,53.789
247,6.4737
503.5,12.842
1080,28.842
395,10.737
291.5,8.2632
521.5,13.526
196.5,5.2105
457,12.368
159.5,4.5263
340.5,8.6842
200.5,5.4211
220.5,5.5263
413.5,11.474
468,12.105
230,6.2632
427,11.263
716,18.553
601.5,15.579
256,6.6316
350.5,9.3684
1248,33.053
488,12.789
286.5,7.6316
739.5,19.421
872.5,22.211
225.5,5.6316
474,12.895
168,4.1579
1105.5,29.053
1447,38.316
1039.5,27.263
449.5,11.474
335.5,7.8947
328.5,8.8947
254,7.2105
163.5,4.2368
257.5,7.0526
310,8.1053
363,9.9474
744,19.211
295.5,7.8947
466,12.158
442,11.263
225.5,5.8421
1709,44.737
207.5,5.4211
405,11.105
487.5,13.263
1210.5,31.474
487.5,13.158
982.5,26
288,7.5263
424.5,11.632
601.5,15.316
956.5,25.158
547.5,13.368
677.5,18.053
648,16.947
272,7.1053
570,15.211
449.5,12.158
753,19.737
230.5,6.4211
268.5,7.2105
312,8
879,23.632
334,8.3158
405.5,11.368
610,15.842
313,8.1579
196.5,5.6842
322,8.6053
244,6.9474
209.5,5.9474
238.5,6.4211
497.5,13.632
765.5,20.579
615,15.632
417,10.947
633,17.263
190,4.8947
222.5,5.5789
361.5,9.5789
499.5,12.842
213.5,5.9474
800,21.895
599.5,16.053
367.5,9.8421
484.5,12
122.5,3.6316
739.5,18.947
953.5,24.053
168,4.4737
424.5,10.421
685.5,17.632
263,7
300,8.2105
945.5,24.105
823,21.263
131.5,3.7368
406.5,11.105
265.5,7.1579
443,11.842
327,9
839.5,21.684
610.5,15.684
163.5,4.6316
441.5,11.368
547.5,14.105
415,11.263
475.5,12.789
452.5,12.368
309.5,7.8947
721,19.158
616.5,16.684
288,7.8947
517,14.316
572,15.368
303,7.8947
562,14.368
348,9.3684
747,19.553
854,23.105
767,20.842
375.5,9.9474
290,7.2105
571.5,14.263
1371,36.895
375.5,9.7895
404.5,10.579
202,5.1579
655.5,16.579
279.5,7.7368
553.5,14.684
910.5,23.737
312.5,8.7895
630.5,16.579
1021,27.947
822,22
358.5,9.1579
535,13.368
642.5,16.684
809,21.789
144,4
1228.5,32.579
583,15
468,13.105
363,9.6842
1646.5,43.474
241.5,6.6316
340,9.1579
232,5.8947
354.5,9.8947
1656.5,43
529.5,15.053
692,18.368
885,22.158
232.5,6.3684
787,21.053
742.5,19.789
159,4.2105
949,25.474
1193,31.158
215.5,5.8947
239,5.9474
276,7.5263
322,8
1320.5,34.421
1478.5,39.053
302,8
819,21.316
566.5,14.737
399.5,10.474
263,7.2105
1557.5,40.842
286,7.5789
1004.5,27.053
260,6.5789
217.5,5.7895
254,6.8421
393,10.684
444.5,11.789
347.5,9.5263
266.5,7.1579
797,21.684
188,5.1053
431.5,10.842
361.5,9.4737
1428,37.263
276.5,7.2632
1257.5,33.474
269,7.3684
292.5,7.6842
404.5,11.368
883.5,22.526
366.5,9.4211
433,11.263
291,7.3158
498.5,13.053
129,3.5789
233,6.5789
2376,61.474
336,9.2632
756.5,19.105
233,6.1053
522.5,13.684
175,4.5789
704.5,18.684
177,4.9474
609,16.474
923.5,25.263
284.5,7.2105
540,13.947
148,4.1579
191.5,4.8421
367,10.368
266,6.7368
209.5,5.5263
469,12.789
728.5,19.105
754,19
476.5,13.105
575.5,14.421
480.5,12.684
432,10.947
942.5,24.579
406.5,10.526
273.5,7.2105
363,9.8421
676,17.684
529.5,14.421
657.5,17.737
384,10.737
386.5,10.263
682.5,17.632
154,4.0526
716,19.263
1258,33.526
121,3.3158
294.5,8.1053
208.5,5.1053
417,10.368
625,16.868
295,7.3684
738.5,19.474
184.5,5
172,4.6316
249.5,6.8421
305,8.2105
705.5,18.158
105,2.6842
207,5.5789
295,8
313.5,8.3684
709,18.263
221,5.7368
560,15.105
726,19.053
1034,27.526
454.5,12.211
1738.5,44.895
1165,30.579
476.5,12.842
196.5,5.5263
486,13.263
137,3.3158
311.5,8.6316
294.5,8.1053
544.5,14.526
418.5,10.579
326,8.9474
697.5,18.947
509.5,13.395
206.5,5.3684
2218,58.263
1828,49.947
483.5,13.105
352,9.5263
924,23.789
410.5,10.737
356,9.8421
455.5,12.105
1217,32.263
143.5,3.7895
317.5,8.2632
116.5,3.2632
161,4.6842
525.5,13.579
867.5,22.842
415,10.579
787,20.947
306.5,8.4737
824.5,21.632
419.5,10.842
449.5,12.158
204,5.3684
509,13.737
397.5,10.737
120,3
586.5,15.053
244,6.2105
351.5,9.5789
252,6.3684
163.5,4.2632
211,5.7368
557.5,14.789
950.5,24.895
502.5,12.632
200.5,5.5789
438,11.211
561.5,15.316
234.5,6.1053
260.5,6.9474
209.5,5.2105
250.5,6.5789
579,14.737
473.5,12.158
168,4.8947
658.5,16.579
92.5,2.6842
423,10.947
702.5,17.632
531.5,14.684
1341,35.421
289.5,7.9474
455,12.263
802.5,22.105
244,6.4737
1511.5,40.263
189,5.1579
1286.5,33.579
371,9.6316
269.5,7.0526
362,9.4737
275.5,7.2105
246.5,6.5263
278,7.2105
146,3.9474
273.5,7.5263
273,7.1579
260,6.4737
554.5,14.316
342.5,9.2105
402,10.947
306.5,7.9474
494,13
304,8.1579
1014.5,26.632
845.5,21.895
749.5,19.947
386,10.053
1550,41.158
622,16.789
1225.5,31.737
538,14.632
1175.5,30.421
280.5,7
649.5,17.158
856.5,22.474
137.5,3.7368
466.5,12.474
184,4.8421
1473,39
728,19.842
499.5,13
606.5,15.842
295,7.8421
285,7.2632
564.5,14.684
498,13.684
686,18.316
318.5,9
823.5,22.105
488.5,13
724.5,18.789
180.5,5.4737
910,23.737
1310,34.947
358.5,9.6842
841.5,22
681.5,17
612,16.368
110.5,3.0526
817.5,21.895
1740.5,46.789
606.5,15.263
230,5.8947
514.5,14
370.5,10.316
401.5,10.947
354,9.3684
216,6.2632
978,26
674.5,17.053
419.5,10.842
546.5,14.737
161,4.3158
274.5,6.8947
173.5,4.4737
474.5,12.632
340,8.9474
480.5,12.316
576,15.474
955.5,25.421
216,6.2105
897,23.632
280.5,7.2632
237.5,6.3158
542,14.579
743.5,19.737
360.5,8.5789
502.5,13.342
776.5,21.316
382,10.789
551,14.105
1422.5,37.526
799.5,21.211
290.5,7.7368
193,4.8947
337.5,8.9474
273.5,7.2105
660.5,17.474
313.5,8.1053
942.5,25.395
382,10.053
285.5,7.8421
210.5,5.2632
1107,28.474
401,10.211
429.5,11.579
371.5,9.9474
849.5,22.789
315.5,8.8421
131,3.7368
152.5,4.2632
334,8.7895
365,9.9474
336,8.6842
444,12
263.5,6.9474
588,15.789
189.5,4.7368
133.5,3.4474
755,20.316
270,7.6842
857,23.105
718,18.842
461.5,12.211
306.5,8.1053
178,4.8947
1192.5,31.632
295,7.8947
1098.5,28.737
322,8.8421
1185,31.211
1419,37.526
209.5,5.5263
847,22.421
513.5,13.842
171,4.3158
935,24.263
267,7.3158
309,7.7368
492.5,13.211
764,20.158
791.5,20.526
221,6
334.5,7.8947
268,6.5789
348,10
583,16.263
458,12.368
175.5,4.5789
955,25.263
461.5,11.526
863.5,23.316
361.5,9.3684
350,8.6316
264,6.5789
400,10.947
354.5,9.8421
200.5,5.1579
1284.5,33.684
972.5,25.263
907.5,23.105
769,20.158
488,12.895
784,21.895
641,16.263
576.5,14.316
264.5,7.4211
218,6.0526
358.5,9.9211
667.5,17.158
252,6.9474
305,7.7895
143.5,3.6842
752,19.316
1147.5,29.526
242,6.3684
208.5,5.5263
195.5,5.4211
208.5,5.5263
482,12.474
1142,30
572.5,15.947
247.5,6.6842
401,10.947
834,22.526
148.5,3.5263
155,4
387,10.053
451,11.421
521.5,13.842
328,8.7895
386.5,10.211
244.5,6.1053
570,14.158
521,13.474
472,13.158
196.5,4.8947
704,18.211
270,7.0526
467,11.895
177,4.6842
244.5,6.3158
255,6.5263
587.5,14.684
224.5,5.5789
614,16.684
269.5,7.6842
853,23.421
641.5,17.579
305.5,8.3684
350,8.8421
461,12.158
1035.5,26.316
253,6.8947
391.5,9.7368
294,7.9474
220.5,6.3684
263.5,7
1159,31
522,13.579
667.5,17.895
299,7.7895
989,26.368
517,14.105
472,12.316
270,7.3684
192.5,5.0526
386.5,10.421
837.5,23.053
216.5,5.8421
290.5,7.4211
661,17.526
705.5,17.421
953.5,24.684
843.5,22.684
479.5,13
707,18.684
409,10.474
1162,29.789
229.5,6.1053
404.5,10.684
380.5,10.053
287,7.8947
1084.5,29.105
431.5,12.263
613,14.474
530.5,13.474
439,11.842
439.5,11.053
1667.5,43.684
530.5,13.579
287,7.8421
632.5,16.737
785.5,22.211
552,15.211
434.5,11.316
508.5,13.421
227,6.2632
533,13.579
642.5,16.789
469,12.158
550,14.158
543,14.053
236,6.3158
475,12.579
268.5,7
329.5,9.2632
504,13.474
261,6.8947
805.5,21.105
159,4.4211
130.5,3.5263
299.5,7.6316
444.5,11.684
791.5,20.474
265,7.7895
272.5,7.1579
181,4.3684
461,11.158
228.5,5.8421
364,8.8421
951.5,26.211
157.5,4.2632
439,11.474
262.5,6.7895
558,14.263
652,17.263
429.5,10.947
580,15.421
210.5,5.8947
325,8.6316
428.5,11.263
769,20.368
210.5,5.6842
1077.5,28.737
628.5,16.211
869,23.158
173,5.0526
1036.5,27
614.5,16.263
431.5,11.105
686,17.579
579,14.737
803.5,21.368
271,7.6316
331,8.6842
658.5,16.842
1306.5,33.947
743.5,19.053
571,15.368
741.5,19.211
225.5,5.7895
325.5,8.6316
743,18.947
189.5,5.1053
217.5,5.8947
156,4.3158
426,11.053
610.5,16.211
225,6.1053
478,12.789
200,5.1579
373.5,10.421
483.5,12.842
588.5,15.263
159,4.2105
561,14.895
227.5,5.7895
630.5,16.684
827.5,21.421
231.5,6.2632
299.5,8.3158
421.5,11.105
411,11.211
1455,38.632
499.5,13.105
615,16.684
311.5,7.8421
1560,40.632
520.5,13.158
